tabla,id_registro,tipo_anomalia,motivo
TB_MOV_FINANCIEROS,MOV00118302,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00166492,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00277882,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00416838,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00185549,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00003790,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00459822,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00057983,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00489201,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00008204,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00002186,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00465834,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00065488,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00290064,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00338908,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00083227,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00205789,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00032495,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00418362,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00102997,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00408283,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00042852,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00354151,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00047529,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00367186,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00392683,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00292517,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00028107,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00363347,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00182229,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00242363,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00013324,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00489064,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00100181,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00076855,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00489475,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00193359,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00120650,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00478242,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00110362,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00360148,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00136672,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00385997,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00103225,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00431231,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00195420,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00096844,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00182159,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00060246,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00293324,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00328925,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00080275,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00105170,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00072686,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00393285,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00356960,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00098319,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00465145,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00344755,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00207408,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00209851,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00076110,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00029213,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00208090,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00287428,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00496082,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00215603,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00003441,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00252040,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00195881,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00292575,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00025505,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00380564,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00119114,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00347685,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00200507,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00377975,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00216837,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00083295,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00303057,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00346227,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00274552,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00438002,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00213887,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00146824,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00116163,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00000326,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00495129,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00138902,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00360304,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00038392,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00395276,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00248339,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00081624,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00150150,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00034165,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00075692,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00486950,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00377499,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00451033,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00024666,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00475848,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00165409,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00276268,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00096277,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00391222,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00152890,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00272996,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00383255,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
TB_MOV_FINANCIEROS,MOV00454882,DUPLICADO_EXACTO,Fila duplicada exacta (misma PK) para simular reintento de ingesta sin idempotencia
